folder,filename,lpips,gt_path,sr_path
agricultural,agricultural53.png,0.41074690222740173,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural53.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural53_SwinIR.png
agricultural,agricultural54.png,0.5012003779411316,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural54.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural54_SwinIR.png
agricultural,agricultural55.png,0.4937226176261902,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural55.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural55_SwinIR.png
agricultural,agricultural56.png,0.34301722049713135,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural56.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural56_SwinIR.png
agricultural,agricultural57.png,0.3710326552391052,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural57.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural57_SwinIR.png
agricultural,agricultural58.png,0.33278629183769226,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural58.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural58_SwinIR.png
agricultural,agricultural59.png,0.3004325330257416,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural59.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural59_SwinIR.png
agricultural,agricultural60.png,0.3838203549385071,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural60.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural60_SwinIR.png
agricultural,agricultural61.png,0.3520863652229309,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural61.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural61_SwinIR.png
agricultural,agricultural62.png,0.3199872374534607,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural62.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural62_SwinIR.png
agricultural,agricultural63.png,0.5617069602012634,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural63.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural63_SwinIR.png
agricultural,agricultural64.png,0.5496001243591309,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural64.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural64_SwinIR.png
agricultural,agricultural65.png,0.37488582730293274,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural65.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural65_SwinIR.png
agricultural,agricultural66.png,0.5548208951950073,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural66.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural66_SwinIR.png
agricultural,agricultural67.png,0.2675604224205017,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural67.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural67_SwinIR.png
agricultural,agricultural68.png,0.5854419469833374,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural68.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural68_SwinIR.png
agricultural,agricultural69.png,0.5766615271568298,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural69.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural69_SwinIR.png
agricultural,agricultural70.png,0.5384949445724487,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural70.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural70_SwinIR.png
agricultural,agricultural71.png,0.5879189968109131,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural71.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural71_SwinIR.png
agricultural,agricultural72.png,0.5930063724517822,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural72.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural72_SwinIR.png
agricultural,agricultural73.png,0.3024684488773346,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural73.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural73_SwinIR.png
agricultural,agricultural74.png,0.25461825728416443,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural74.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural74_SwinIR.png
agricultural,agricultural75.png,0.2781025171279907,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural75.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural75_SwinIR.png
agricultural,agricultural76.png,0.3701442778110504,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural76.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural76_SwinIR.png
agricultural,agricultural77.png,0.43367791175842285,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural77.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural77_SwinIR.png
agricultural,agricultural78.png,0.5175096988677979,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural78.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural78_SwinIR.png
agricultural,agricultural79.png,0.2850525975227356,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural79.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural79_SwinIR.png
agricultural,agricultural80.png,0.4050476551055908,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural80.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural80_SwinIR.png
agricultural,agricultural81.png,0.4364457130432129,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural81.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural81_SwinIR.png
agricultural,agricultural82.png,0.4707549810409546,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural82.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural82_SwinIR.png
agricultural,agricultural83.png,0.19561637938022614,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural83.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural83_SwinIR.png
agricultural,agricultural84.png,0.18748638033866882,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural84.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural84_SwinIR.png
agricultural,agricultural85.png,0.19672051072120667,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural85.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural85_SwinIR.png
agricultural,agricultural86.png,0.4315167963504791,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural86.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural86_SwinIR.png
agricultural,agricultural87.png,0.44112178683280945,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural87.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural87_SwinIR.png
agricultural,agricultural88.png,0.520961582660675,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural88.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural88_SwinIR.png
agricultural,agricultural89.png,0.7111375331878662,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural89.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural89_SwinIR.png
agricultural,agricultural90.png,0.7127640247344971,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural90.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural90_SwinIR.png
agricultural,agricultural91.png,0.6749203205108643,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural91.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural91_SwinIR.png
agricultural,agricultural92.png,0.6307564377784729,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural92.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural92_SwinIR.png
agricultural,agricultural93.png,0.292362779378891,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural93.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural93_SwinIR.png
agricultural,agricultural94.png,0.5549660325050354,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural94.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural94_SwinIR.png
agricultural,agricultural95.png,0.6259838342666626,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural95.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural95_SwinIR.png
agricultural,agricultural96.png,0.5457157492637634,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural96.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural96_SwinIR.png
agricultural,agricultural97.png,0.6292510032653809,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural97.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural97_SwinIR.png
agricultural,agricultural98.png,0.33476316928863525,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural98.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural98_SwinIR.png
agricultural,agricultural99.png,0.3695429265499115,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\agricultural\agricultural99.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\agricultural\agricultural99_SwinIR.png
airplane,airplane00.png,0.3311557173728943,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane00.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane00_SwinIR.png
airplane,airplane01.png,0.3427160680294037,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane01.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane01_SwinIR.png
airplane,airplane02.png,0.3427160680294037,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane02.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane02_SwinIR.png
airplane,airplane03.png,0.29851019382476807,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane03.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane03_SwinIR.png
airplane,airplane04.png,0.2880944311618805,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane04.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane04_SwinIR.png
airplane,airplane05.png,0.2943485379219055,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane05.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane05_SwinIR.png
airplane,airplane06.png,0.2992302477359772,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane06.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane06_SwinIR.png
airplane,airplane07.png,0.3026914894580841,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane07.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane07_SwinIR.png
airplane,airplane08.png,0.3094094395637512,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane08.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane08_SwinIR.png
airplane,airplane09.png,0.3059885501861572,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane09.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane09_SwinIR.png
airplane,airplane10.png,0.2924119830131531,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane10.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane10_SwinIR.png
airplane,airplane11.png,0.3601744472980499,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane11.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane11_SwinIR.png
airplane,airplane12.png,0.2995910048484802,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane12.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane12_SwinIR.png
airplane,airplane13.png,0.2856529653072357,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane13.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane13_SwinIR.png
airplane,airplane14.png,0.34366095066070557,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane14.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane14_SwinIR.png
airplane,airplane15.png,0.3429713845252991,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane15.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane15_SwinIR.png
airplane,airplane16.png,0.29852378368377686,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane16.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane16_SwinIR.png
airplane,airplane17.png,0.3583256006240845,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane17.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane17_SwinIR.png
airplane,airplane18.png,0.3259652853012085,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane18.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane18_SwinIR.png
airplane,airplane19.png,0.3113480806350708,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane19.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane19_SwinIR.png
airplane,airplane20.png,0.3949340879917145,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane20.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane20_SwinIR.png
airplane,airplane21.png,0.39175352454185486,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane21.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane21_SwinIR.png
airplane,airplane22.png,0.35131269693374634,E:\Text\AI4EOFINAL\UCMerced_HR_Truth\airplane\airplane22.png,E:\Text\AI4EOFINAL\UCMerced_HR_SwinIR\airplane\airplane22_SwinIR.png
